objectid,parentid,filename,title,creator,date,date_digitized,description,subject,location,source,source_legacy,identifier,type,type_legacy,format,format_original,format_master,finding_aid,digital_collection,collectionid,language,language_legacy,rights,rightsstatement,display_template,object_location,image_small,image_thumb,publisher,record_structure,record_unmapped,record_thumbnailURL,record_viewerURL,record_relation,record_cdmcreated,record_cdmfile,record_cdmid,record_cdmid_ag,record_cdm_mod,record_cdmoclc,record_cdmoclc_agg,record_cdmpath
pchmbr_053,,pchmbr_053.jpg,"Preston Night Rodeo; Rodeo Committee; Preston, Idaho",Unknown,,2010-06-01,"Rodeo Committee (l to r):  Dean Jensen, Homer Johnson, Al Carlson and Leon Marshall.  Preston businessmen acting as members of the Advertising Committee for Preston Famous Night Rodeo.  These men are admiring one of the special signs which will be mounted on the sound car, and advertising placards being distributed by the committee.",Photo:  Rodeo,"Franklin County, Idaho",,Digitized version of an old photograph,159,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_053.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_053_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_053_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=159,Pictures have been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=159,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/159,,6/8/2010,160.jp2,159,159,6/8/2010,640089359,640089359,/p151201coll16/image/160.jp2
pchmbr_054,,pchmbr_054.jpg,"Sign, Preston, Idaho",Unknown,,2009-02-01,The Chamber of Commerce installed signs along the highway to encourage people to come to Preston despite road construction.,Signs; Chamber of Commerce,"Franklin County, Idaho",,Digitized version of an old photograph,29,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_054.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_054_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_054_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=28,This photograph has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=28,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/28,,2/19/2009,29.jpg,28,28,2/19/2009,436304223,436304223,/p151201coll16/image/29.jpg
pchmbr_055,,pchmbr_055.jpg,"Sign, Preston, Idaho",Unknown,,2009-02-01,The Preston Chamber of Commerce installed signs to encourage travelers to drive through Preston even though there was road construction.,Signs; Chamber of Commerce,"Franklin County, Idaho",,Digitized version of an old photograph,30,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_055.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_055_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_055_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=29,This photograph has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=29,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/29,,2/19/2009,30.jpg,29,29,2/19/2009,436298523,436298523,/p151201coll16/image/30.jpg
pchmbr_056,,pchmbr_056.jpg,"Lion's Club; Preston, Idaho",Unknown,,2010-06-01,Preston Lion's Club; men not identified; circa 1947,Photo:  Lion's Club,"Franklin County, Idaho",,Digitized version of an old photograph,157,Image;StillImage,jpg,image/jpeg,Polaroid,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_056.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_056_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_056_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=157,Pictures have been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=157,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/157,,6/8/2010,158.jp2,157,157,6/8/2010,640089339,640089339,/p151201coll16/image/158.jp2
pchmbr_057,,pchmbr_057.jpg,"Preston Night Rodeo; Preston, Idaho",Unknown,,2010-06-01,Preston Night Rodeo Specialty Act,Photo:  Rodeo,"Franklin County, Idaho",,Digitized version of an old photograph,162,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_057.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_057_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_057_th.jpg,Larsen-Sant Library Digital Library,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=162,Picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=162,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/162,,6/9/2010,163.jp2,162,162,6/9/2010,640089406,640089406,/p151201coll16/image/163.jp2
pchmbr_058,,pchmbr_058.jpg,"4-H, Franklin County Fair Judging",Unknown,,2009-02-01,Boy and judges at the Franklin County Fair livestock judging.,4-H Livestock Judging; Franklin County Fair; Preston People,"Franklin County, Idaho",,Digitized version of an old photograph,57,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_058.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_058_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_058_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=56,This picture was Photoshopped to improved quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=56,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/56,,2/21/2009,57.jpg,56,56,2/21/2009,436304239,436304239,/p151201coll16/image/57.jpg
pchmbr_059,,pchmbr_059.jpg,"Del Monte Building, Franklin, Idaho",Unknown,,2009-02-01,"DelMonte Corporation, Plant 130 in Franklin, Idaho.  DelMonte was formerly a major business in the county.",Businesses; Franklin,"Franklin County, Idaho",,Digitized version of an old photograph,46,Image;StillImage,jpg,image/jpeg,Postcard picture,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_059.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_059_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_059_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=45,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=45,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/45,,2/20/2009,46.jpg,45,45,2/20/2009,436305316,436305316,/p151201coll16/image/46.jpg
pchmbr_060,,pchmbr_060.jpg,Farming in Franklin County; Cattle,Unknown,,2010-05-01,Cattle feeding,Cattle; Farming,"Franklin County, Idaho",,Digitized version of an old photograph,116,Image;StillImage,,image/jpeg,Old Photograph,tiff 200 dip,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_060.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_060_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_060_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=116,This picture was Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=116,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/116,,5/21/2010,117.jp2,116,116,5/21/2010,640082172,640082172,/p151201coll16/image/117.jp2
pchmbr_061,,pchmbr_061.jpg,Farming in Franklin County;Cattle,Unknown,,2010-05-01,Cows in a field,Farming; Fields; Cows,"Franklin County, Idaho",,Digitized version of an old photograph,115,Image;StillImage,,image/jpeg,Old Photograph,tiff 200 dip,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_061.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_061_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_061_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=115,This picture was Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=115,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/115,,5/21/2010,116.jp2,115,115,5/21/2010,640085020,640085020,/p151201coll16/image/116.jp2
pchmbr_062,,pchmbr_062.jpg,"First Security Bank Building, Preston, Idaho",Unknown,,2009-02-01,"The First Security Bank Building was on the northwest corner of the main intersection (Oneida and State Streets).  It was originally the First National Bank, which was merged with First Security in 1931.  A year later the interior was modernized and in 1940 the exterior was smoothed over and stuccoed a monolithic white.  Quarters were built upstairs for the Elks Lodge.  Professional offices were also upstairs.  Heavy fire damaged the building in 1948.  It was torn down and a new bank built in 1970.",Preston Businesses; Banks,"Franklin County, Idaho","The Hometown Sketchbook, by Newell Hart.  Neil Nelson, Douglas Webb, and Ray Cutler",Digitized version of an old photograph.,47,Image;StillImage,jpg,image/jpeg,,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_062.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_062_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_062_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=46,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=46,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/46,,2/20/2009,47.jpg,46,46,2/20/2009,436298530,436298530,/p151201coll16/image/47.jpg
pchmbr_063,,pchmbr_063.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Ogden, Utah",1943-08-17,2009-02-01,"In 1943, in connection with a military parade and concert, a bond drive was under way to earn money for the war.  On the corner of First Security Bank was a quota board with the following numbers:  Franklin Co. Quota Board, E Bond Quota, as follows:  $275,000.  ARMY, $31,900; Weston, $11,000; Dayton, $8,800, Clifton, $7,700, Linrose, $4,400.  AIR CORPS, $37,950, Franklin, $14,300, Fairview, $13,200, Whitney, $6,600, Mapleton, $5,850.  NAVY,  $31,35.  Mink Creek, $7,700, Riverdale, $6,600, Treasureton, $5,500, Glenco, $3,300, Winder, $3,300, Banida, $2,700, Glendale, $2,200.  MARINES, $76,450.  Preston 1st Ward, $24,200, Preston 4th Ward, $17,600, Preston 3rd Ward, $16,500, Preston 2nd Ward, $8,800, Preston 6th Ward, $4,950, Preston 5th Ward, $4,400.  Have you bought your E bond today?",Military Parade; World War II; Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph,85,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_063.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_063_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_063_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=84,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=84,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/84,,2/25/2009,85.jpg,84,84,2/25/2009,436305343,436305343,/p151201coll16/image/85.jpg
pchmbr_064,,pchmbr_064.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Ogden, Utah",1943-08-17,2009-02-01,"In 1943, in connection with a military parade and concert, a bond drive was going on to raise money for the war effort.  Shown in this picture are four Victory girls in front of the Victory house where bonds were sold.  Also shown are JC Penney, Quality Bakery and Coffee Parlor, two movies:  Boss of Boomtown and ____ Before the Dawn.",Military Parade; World War II; Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph,84,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_064.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_064_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_064_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=83,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=83,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/83,,2/25/2009,84.jpg,83,83,2/25/2009,436304252,436304252,/p151201coll16/image/84.jpg
pchmbr_065,,pchmbr_065.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Ogden, Utah",1943-08-17,2009-02-01,"In 1943, in connection with a military parade and concert, there was a bond drive going on.  Shown here is the Victory House and four Victory girls who helped sell bonds for the war effort.",Military Parade; World War II; Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph,83,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_065.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_065_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_065_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=82,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=82,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/82,,2/25/2009,83.jpg,82,82,2/25/2009,436305341,436305341,/p151201coll16/image/83.jpg
pchmbr_066,,pchmbr_066.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Ogden, Utah",1943-08-17,2009-02-01,"In 1943, soldiers and equipment from Hill Field, Ogden, Utah, came to Preston to participate in a parade and concert to help earn money for the war effort.  Shown here are tents on the Preston High School football field, and two soldiers with a boy and pony.",Military Parade; World War II; E Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph,91,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_066.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_066_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_066_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=90,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=90,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/90,,2/25/2009,91.jpg,90,90,2/25/2009,436304254,436304254,/p151201coll16/image/91.jpg
pchmbr_068,,pchmbr_068.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Ogden, Utah",1943-08-17,2009-02-01,"In 1943, soldiers and equipment from Hill Field in Ogden, Utah, came to Preston to paricipate in a parade and concert to support a bond drive to raise money for the war.  Shown here is Oneida Street looking east.  Foss Furniture Store is on the left (canopy).  Benson Park is on the right. Military floats are lined up for the parade on the right (south) side of the street,",Military parade; World War II; Cars from the 40's.,"Franklin County, Idaho",,Digitized version of an old photograph,89,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_068.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_068_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_068_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=88,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=88,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/88,,2/25/2009,89.jpg,88,88,2/25/2009,436298539,436298539,/p151201coll16/image/89.jpg
pchmbr_069,,pchmbr_069.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Ogden, Utah",1943-08-17,2009-02-01,"In 1943, soldiers and equipment from Hill Field, Ogden, Utah, came to Preston to participate in a parade and concert to help sell bonds for the war effort.  Pictured is a jeep in the parade.  People are unidentified.",Military Parade; World War II; E Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph,88,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_069.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_069_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_069_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=87,This picture has been Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=87,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/87,,2/25/2009,88.jpg,87,87,2/25/2009,436304253,436304253,/p151201coll16/image/88.jpg
pchmbr_079,,pchmbr_079.jpg,"Military Parade, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Utah",1943-08-07,2009-02-01,"In 1943,  soldiers and equipment from Hill Field, Ogden, Utah, came to Preston for a parade to help promote the Bond drive.  The bond drive was to raise money for the war effort.  This picture shows one of the floats.  The picture was taken from the courthouse steps on West Oneida looking north.",Military Parade; World War II; Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph.,75,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_079.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_079_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_079_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=74,This picture was Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=74,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/74,,2/24/2009,75.jpg,74,74,2/24/2009,436304247,436304247,/p151201coll16/image/75.jpg
pchmbr_080,,pchmbr_080.jpg,"Military Band, Preston, Idaho, 1943","Base Photographic Service, Hill Field, Utah",1943-08-07,2009-02-01,"In 1943, soldiers and equipment from Hill Field in Ogden, Utah, came to Preston to help promote bond sales to earn money for the war.  Pictured is the military band that gave a concert in the park.",Military Parade; World War II; Bond Drive,"Franklin County, Idaho",,Digitized version of an old photograph.,71,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 1200 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/pchmbr_080.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/pchmbr_080_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/pchmbr_080_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=70,This picture was Photoshopped to improve quality.,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=70,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/70,,2/24/2009,71.jpg,70,70,2/24/2009,436304244,436304244,/p151201coll16/image/71.jpg
